lambda_cc,gamma,grupo,sim_id_1,replica_1,sim_id_2,replica_2,distancia
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,3.484874292036828
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,4.810557745802718
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,5.980904911767211
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,5.394412584439491
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,4.92324497303285
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,4.0143943815680405
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,4.865635408305498
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,5.00789389932575
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,6.268735431034205
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,5.0895045325912855
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,5.125501601436477
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,5.597157938406652
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,4.274377432237446
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,4.447354721259278
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,3.6203663295676716
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,4.772100353820789
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,6.744475715780831
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,4.447354721259278
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,4.0143943815680405
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,4.0143943815680405
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,5.100142984485133
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,5.302890892359876
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,5.699911475890295
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,6.042806498861643
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,5.125501601436477
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,3.996092265405353
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,4.376185095376729
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,4.873496710847717
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,5.46708828401944
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,4.450785537233071
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,4.822516647023562
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,5.014473631707922
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,3.631124907929369
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,3.764512125605411
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,4.558618388265088
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,2.9885692192088853
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,4.063520469116179
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,4.7892817156637175
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,3.1861256115034573
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,4.152261920880912
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,2.8612873979878466
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,4.00239115895038
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,3.6351271481153615
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,6.645128939851907
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,2.8612873979878466
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,3.631124907929369
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,3.631124907929369
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,3.703742373916247
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,4.049467011325199
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,3.1189102596248013
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,4.783322984391473
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,4.7892817156637175
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,5.097514773035809
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,3.6418205188367754
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,4.000188164679874
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,2.2616523326765936
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,3.8854710413746574
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,5.004743812180815
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,2.81531730012868
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,4.194417622780176
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,3.7641633503210388
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,4.300007295483459
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,2.657465130024899
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,4.190899594513327
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,4.331545892260048
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,4.412965938598038
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,3.885615427458711
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,3.4599661494708225
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,4.798691798184357
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,6.7468470087986905
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,3.885615427458711
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,2.81531730012868
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,2.81531730012868
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,6.257448336254895
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,4.335863827130835
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,4.03062854546258
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,3.509108203642279
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,4.190899594513327
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,5.797214520391778
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,3.5632001721353155
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,2.8717787016645184
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,4.53659841881143
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,3.9137760769580927
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,2.6981581364331406
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,3.8580502221409225
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,3.482773484513499
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,3.7962936614771503
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,2.7003062684158885
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,4.748884549460382
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,3.5533160052582655
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,3.7364708271179023
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,2.611943737148809
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,1.8638364424375755
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,3.593694921138158
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,6.584228491511398
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,2.611943737148809
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,0.0
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,0.0
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,5.376155553821512
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,3.0251299961364544
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,3.311666387145064
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,4.675747459528162
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,4.748884549460382
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,3.6321838578573127
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,2.2713119074592574
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,3.028052072412441
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,3.029413075570721
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,3.048929405344299
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,3.3253083749693095
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,4.456453908961201
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,5.156303550286775
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,4.682061520812739
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,3.110179975794817
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,5.300542854238641
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,2.517933956268756
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,3.828686460551964
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,3.601480829803628
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,4.337156329574555
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,5.510053544457261
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,3.828686460551964
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,3.8580502221409225
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,3.8580502221409225
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,3.349410869938818
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,4.831247827629983
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,4.186338738882016
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,3.406886396324268
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,3.110179975794817
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,5.4892770641332325
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,5.161055063426406
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,4.616184217240184
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_027__20260531_151125_571579,27,4.990194131588603
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_028__20260531_151142_331885,28,5.0215503404881
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,sim__lam_0__gam_0p05__rep_029__20260531_151159_421063,29,3.9714497751682694
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,5.3469380724781175
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,3.7774741262784066
