lambda_cc,gamma,grupo,sim_id_1,replica_1,sim_id_2,replica_2,distancia
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,5.927511306042618
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.48346093666168
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,6.024746375428564
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_014__20260531_145902_520234,14,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,4.500054228123429
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,4.349400866510268
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,3.88320952453959
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,2.769750236964774
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,2.1502043248046108
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,3.614988858735886
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,2.069915276954678
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,2.386950367918289
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,2.386950367918289
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.4289941167339086
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.41064388921557
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.4148606210854986
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,2.2765104597471995
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.419633231096674
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_015__20260531_145918_257153,15,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,2.386950367918289
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,4.920732144494511
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,3.7070875564149737
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,4.902828528049399
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,6.03748887027634
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.6590219943237186
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,4.666173366619729
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,4.666173366619729
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,4.044088049809692
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,6.2209567878729795
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,5.138629646319875
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,5.765869338727149
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,6.145158508051998
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_016__20260531_145934_826630,16,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,4.666173366619729
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,5.64541726471375
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,4.0121671448969085
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,4.086435687311209
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.444297775106707
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,4.072044421843575
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,4.072044421843575
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,4.319833514956226
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,3.676128188063236
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,5.67654396254199
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.7752862227851973
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,5.692836371359941
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_017__20260531_145952_627936,17,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,4.072044421843575
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,3.65617424246209
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,4.843488368284751
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,3.1023279945710174
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.4257652248470247
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.4257652248470247
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.4218388430057245
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,6.015177276783241
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.035893277303068
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.732984475749868
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.896974073907994
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_018__20260531_150008_299897,18,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.4257652248470247
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,4.217977642054598
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,2.41794753960971
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.696516108250449
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.696516108250449
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,3.1156999369518026
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.57324899145893
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.246397961560985
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,2.3826101922170544
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.215993731352601
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_019__20260531_150024_126624,19,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.696516108250449
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,4.125541319747482
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,2.873911036984269
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,2.873911036984269
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,3.652567388630382
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.102159302766626
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,4.259479086980284
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.310348812133664
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.49526966731146
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_020__20260531_150041_337390,20,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,2.873911036984269
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,3.1015729931860565
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,3.1015729931860565
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.757625653238844
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.138812153262352
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.2083220526194416
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.2511003530356444
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.0110222391548715
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_021__20260531_150056_746101,21,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.1015729931860565
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,0.0
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.942950303292905
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.500054228123429
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.621568304220552
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.5708841541689975
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.043348203447302
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_022__20260531_150114_882100,22,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,0.0
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,2.942950303292905
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,4.500054228123429
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.621568304220552
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.5708841541689975
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.043348203447302
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_023__20260531_150130_205229,23,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,0.0
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,5.593606936158374
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,3.20327152615111
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,3.957365089689521
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,4.586910360347674
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_024__20260531_150147_240732,24,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,2.942950303292905
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,5.927511306042618
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.48346093666168
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,6.024746375428564
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_025__20260531_150203_472309,25,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,4.500054228123429
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,4.723302572375906
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,2.5392235059742223
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_026__20260531_150222_649215,26,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.621568304220552
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,5.120067952845402
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_027__20260531_150239_023388,27,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,3.5708841541689975
-0.1,0.08,"lambda=-0.1, gamma=0.08",sim__lam_m0p1__gam_0p08__rep_028__20260531_150254_720777,28,sim__lam_m0p1__gam_0p08__rep_029__20260531_150312_314455,29,4.043348203447302
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_001__20260531_150347_013880,1,5.858722752622574
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_002__20260531_150403_435838,2,5.017921919414809
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_003__20260531_150421_569216,3,5.956744580996964
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_004__20260531_150439_052992,4,3.950222511784949
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_005__20260531_150455_603966,5,6.854732854099426
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_006__20260531_150512_516388,6,5.14443919035947
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_007__20260531_150531_212307,7,5.419403829936365
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_008__20260531_150547_639695,8,5.059940508954541
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_009__20260531_150605_779532,9,7.619824094267576
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_010__20260531_150622_063881,10,4.461860647498875
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_011__20260531_150639_977995,11,6.861513029638354
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_012__20260531_150656_323675,12,3.7942342848198973
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_013__20260531_150712_997684,13,4.084870810378441
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_014__20260531_150730_777555,14,4.590225863165178
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_015__20260531_150748_716829,15,8.589981932687161
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_016__20260531_150805_522378,16,3.7942342848198973
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_017__20260531_150825_666859,17,3.950222511784949
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_018__20260531_150843_637511,18,3.950222511784949
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_019__20260531_150900_754229,19,7.259489908513774
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_020__20260531_150921_024793,20,4.120153882795854
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_021__20260531_150938_856419,21,5.6458594889916975
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_022__20260531_150956_664789,22,7.75734520021783
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_023__20260531_151015_299709,23,7.619824094267576
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_024__20260531_151033_297914,24,3.7268091248347295
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_025__20260531_151051_283259,25,3.681057922349089
0.0,0.05,"lambda=0, gamma=0.05",sim__lam_0__gam_0p05__rep_000__20260531_150327_974608,0,sim__lam_0__gam_0p05__rep_026__20260531_151107_133707,26,5.536343976475395
